17.995,0.275,-2.581,-0.701,-2.011,-0.278
18.153,0.294,-3.304,-0.669,-1.924,-0.183
18.177,0.347,-3.723,-0.630,-1.830,-0.107
18.167,0.443,-4.104,-0.578,-1.722,-0.028
18.306,0.579,-4.640,-0.493,-1.533,0.079
18.292,0.687,-4.906,-0.419,-1.362,0.163
18.229,0.778,-5.143,-0.342,-1.173,0.250
18.098,0.840,-5.351,-0.232,-0.892,0.372
17.959,0.881,-5.416,-0.151,-0.669,0.467
17.798,0.912,-5.380,-0.072,-0.443,0.562
17.528,0.972,-5.239,0.029,-0.143,0.688
17.272,1.010,-5.049,0.100,0.075,0.781
16.958,1.065,-4.793,0.168,0.280,0.874
16.597,1.113,-4.503,0.230,0.470,0.966
16.058,1.164,-4.123,0.305,0.699,1.081
15.613,1.180,-3.843,0.352,0.854,1.161
15.124,1.147,-3.567,0.391,0.998,1.233
14.430,1.113,-3.215,0.432,1.174,1.320
13.882,1.116,-2.938,0.459,1.293,1.378
13.295,1.137,-2.614,0.479,1.399,1.431
12.455,1.226,-2.116,0.503,1.510,1.495
11.787,1.295,-1.765,0.521,1.567,1.537
11.102,1.319,-1.420,0.539,1.604,1.573
10.405,1.302,-1.092,0.559,1.620,1.601
9.481,1.243,-0.658,0.583,1.615,1.626
8.818,1.161,-0.350,0.599,1.596,1.636
8.193,1.111,-0.026,0.613,1.563,1.642
7.396,1.094,0.448,0.624,1.498,1.649
6.812,1.111,0.821,0.628,1.430,1.657
6.230,1.132,1.140,0.630,1.349,1.670
5.650,1.166,1.413,0.629,1.258,1.690
4.867,1.216,1.690,0.621,1.132,1.730
4.252,1.240,1.803,0.608,1.043,1.767
3.637,1.276,1.812,0.586,0.971,1.807
2.794,1.341,1.719,0.551,0.907,1.866
2.097,1.329,1.602,0.521,0.886,1.909
1.353,1.293,1.463,0.492,0.884,1.946
0.579,1.250,1.334,0.467,0.899,1.975
-0.498,1.161,1.166,0.443,0.954,1.993
-1.326,1.085,1.013,0.434,1.023,1.987
-2.152,0.965,0.879,0.431,1.113,1.963
-3.237,0.838,0.788,0.438,1.265,1.901
-4.051,0.773,0.790,0.448,1.398,1.829
-4.848,0.749,0.874,0.459,1.537,1.737
-5.643,0.735,1.039,0.472,1.674,1.627
-6.603,0.773,1.350,0.487,1.838,1.453
-7.276,0.833,1.659,0.492,1.940,1.301
-7.875,0.843,1.994,0.490,2.017,1.130
-8.552,0.826,2.490,0.473,2.069,0.878
-8.985,0.903,2.840,0.448,2.064,0.672
-9.323,1.034,3.148,0.413,2.025,0.454
-9.658,1.295,3.558,0.347,1.931,0.148
-9.823,1.530,3.867,0.283,1.823,-0.090
-9.878,1.781,4.164,0.206,1.682,-0.334
-9.840,2.040,4.432,0.117,1.511,-0.581
-9.603,2.361,4.769,-0.017,1.235,-0.913
-9.280,2.543,4.968,-0.130,0.995,-1.162
-8.839,2.705,5.100,-0.253,0.729,-1.403
-8.064,2.892,5.133,-0.427,0.340,-1.709
-7.391,3.077,5.042,-0.561,0.031,-1.922
-6.644,3.270,4.793,-0.697,-0.282,-2.118
-5.571,3.522,4.238,-0.876,-0.685,-2.356
-4.731,3.735,3.694,-1.007,-0.964,-2.514
-3.867,3.967,3.086,-1.131,-1.214,-2.657
-2.708,4.338,2.195,-1.278,-1.495,-2.826
-1.865,4.697,1.487,-1.373,-1.667,-2.936
-1.053,5.061,0.759,-1.454,-1.806,-3.034
0.002,5.464,-0.196,-1.533,-1.941,-3.146
0.771,5.686,-0.905,-1.571,-2.008,-3.219
1.542,5.808,-1.590,-1.591,-2.045,-3.284
2.617,5.844,-2.421,-1.585,-2.052,-3.363
3.431,5.818,-2.959,-1.555,-2.030,-3.417
4.527,5.737,-3.505,-1.483,-1.973,-3.480
5.389,5.669,-3.814,-1.406,-1.916,-3.520
6.242,5.617,-4.041,-1.314,-1.850,-3.553
7.436,5.626,-4.235,-1.174,-1.742,-3.588
8.389,5.677,-4.305,-1.060,-1.646,-3.607
9.385,5.744,-4.310,-0.944,-1.534,-3.622
10.793,5.825,-4.247,-0.794,-1.359,-3.631
11.921,5.878,-4.152,-0.691,-1.209,-3.625
16.980,6.165,-3.323,-0.407,-0.531,-3.477
18.629,6.053,-3.187,-0.373,-0.360,-3.388
19.838,5.897,-3.100,-0.354,-0.240,-3.304
21.043,5.674,-3.029,-0.335,-0.134,-3.202
22.589,5.313,-2.856,-0.304,-0.017,-3.038
23.679,5.021,-2.631,-0.275,0.039,-2.894
25.022,4.709,-2.356,-0.222,0.064,-2.682
25.939,4.523,-2.184,-0.172,0.051,-2.511
26.784,4.372,-2.085,-0.114,0.022,-2.332
27.526,4.247,-2.009,-0.051,-0.010,-2.147
28.383,4.082,-1.956,0.036,-0.044,-1.901
28.927,3.970,-1.918,0.101,-0.053,-1.713
29.406,3.828,-1.832,0.164,-0.047,-1.527
30.004,3.677,-1.709,0.244,-0.013,-1.277
30.385,3.615,-1.520,0.299,0.031,-1.089
30.706,3.572,-1.228,0.350,0.076,-0.900
31.019,3.572,-0.721,0.407,0.131,-0.645
31.182,3.618,-0.302,0.438,0.159,-0.449
31.247,3.673,0.101,0.455,0.170,-0.252
31.211,3.771,0.560,0.455,0.163,0.016
31.060,3.840,0.843,0.435,0.145,0.218
30.806,3.903,1.053,0.401,0.119,0.418
30.426,3.915,1.180,0.356,0.084,0.616
29.738,3.891,1.228,0.284,0.031,0.871
29.094,3.838,1.192,0.227,-0.014,1.055
28.347,3.768,1.101,0.172,-0.064,1.229
27.236,3.663,0.850,0.109,-0.133,1.446
26.343,3.567,0.608,0.071,-0.184,1.597
25.412,3.469,0.364,0.043,-0.236,1.735
24.119,3.330,0.110,0.021,-0.313,1.899
23.135,3.227,-0.065,0.017,-0.382,2.004
22.139,3.144,-0.232,0.025,-0.459,2.094
21.160,3.110,-0.381,0.043,-0.543,2.168
19.886,3.050,-0.536,0.079,-0.660,2.248
18.976,3.000,-0.637,0.116,-0.750,2.294
18.112,2.928,-0.694,0.159,-0.840,2.330
17.049,2.761,-0.821,0.224,-0.952,2.368
16.305,2.605,-0.886,0.278,-1.023,2.392
15.615,2.476,-0.917,0.336,-1.081,2.416
14.712,2.358,-0.893,0.419,-1.136,2.452
14.066,2.339,-0.836,0.485,-1.159,2.483
13.408,2.385,-0.711,0.554,-1.167,2.521
12.479,2.516,-0.496,0.645,-1.148,2.583
11.727,2.631,-0.271,0.709,-1.116,2.637
10.906,2.727,-0.026,0.765,-1.069,2.694
10.022,2.777,0.182,0.811,-1.006,2.755
8.720,2.744,0.412,0.851,-0.889,2.834
7.669,2.646,0.529,0.867,-0.772,2.887
6.582,2.519,0.646,0.875,-0.628,2.928
5.066,2.342,0.764,0.875,-0.388,2.959
3.941,2.203,0.929,0.869,-0.176,2.960
2.818,2.045,1.152,0.855,0.056,2.941
1.372,1.836,1.518,0.821,0.374,2.886
0.350,1.700,1.872,0.784,0.603,2.822
-0.627,1.587,2.294,0.735,0.810,2.740
-1.571,1.506,2.749,0.677,0.982,2.646
-2.737,1.427,3.385,0.584,1.140,2.502
-3.543,1.360,3.824,0.505,1.201,2.382
-4.278,1.271,4.190,0.419,1.213,2.252
-5.205,1.216,4.587,0.293,1.161,2.062
-5.835,1.204,4.774,0.190,1.076,1.907
-6.371,1.204,4.798,0.082,0.965,1.742
-6.816,1.192,4.719,-0.030,0.836,1.568
-7.302,1.171,4.451,-0.184,0.653,1.323
-7.570,1.152,4.159,-0.297,0.514,1.132
-7.745,1.137,3.831,-0.404,0.380,0.938
-7.836,1.111,3.328,-0.535,0.212,0.677
-7.800,1.109,2.897,-0.622,0.096,0.483
-7.688,1.106,2.456,-0.697,-0.011,0.293
-7.446,1.188,1.872,-0.782,-0.140,0.050
-7.216,1.274,1.453,-0.834,-0.226,-0.122
-6.943,1.369,1.008,-0.877,-0.302,-0.285
-5.488,1.913,-1.039,-1.002,-0.462,-0.938
-5.107,2.035,-1.463,-1.014,-0.453,-1.055
-4.511,2.222,-2.109,-1.021,-0.416,-1.196
-4.032,2.368,-2.583,-1.019,-0.367,-1.294
-3.553,2.478,-3.060,-1.009,-0.300,-1.382
-2.885,2.595,-3.646,-0.982,-0.185,-1.487
-2.397,2.655,-4.046,-0.945,-0.083,-1.559
-1.927,2.701,-4.357,-0.895,0.026,-1.626
-1.329,2.749,-4.654,-0.805,0.171,-1.710
-0.912,2.772,-4.791,-0.719,0.272,-1.765
-0.505,2.794,-4.815,-0.620,0.364,-1.819
0.031,2.804,-4.776,-0.471,0.469,-1.888
0.429,2.775,-4.700,-0.350,0.537,-1.938
0.833,2.722,-4.556,-0.226,0.596,-1.986
1.415,2.619,-4.259,-0.064,0.666,-2.049
1.930,2.607,-4.015,0.053,0.713,-2.093
2.519,2.686,-3.642,0.164,0.756,-2.137
3.412,2.792,-2.950,0.297,0.797,-2.192
4.135,2.823,-2.284,0.382,0.804,-2.229
4.870,2.816,-1.542,0.454,0.784,-2.260
5.847,2.806,-0.520,0.522,0.711,-2.293
6.536,2.820,0.213,0.551,0.623,-2.314
7.216,2.866,0.833,0.559,0.516,-2.335
8.133,2.897,1.465,0.534,0.363,-2.369
8.815,2.887,1.753,0.492,0.258,-2.402
9.500,2.878,1.956,0.431,0.164,-2.439
10.202,2.873,2.090,0.357,0.082,-2.480
11.186,2.796,2.169,0.249,-0.014,-2.540
11.976,2.665,2.174,0.167,-0.082,-2.588
12.823,2.476,2.121,0.092,-0.150,-2.641
14.042,2.172,1.925,0.005,-0.242,-2.713
15.036,1.975,1.736,-0.046,-0.307,-2.765
16.113,1.822,1.556,-0.083,-0.370,-2.813
17.672,1.702,1.336,-0.112,-0.450,-2.865
18.881,1.654,1.231,-0.118,-0.509,-2.890
20.111,1.671,1.156,-0.112,-0.567,-2.899
21.744,1.743,1.144,-0.094,-0.646,-2.881
22.934,1.839,1.183,-0.074,-0.709,-2.843
24.069,1.956,1.247,-0.056,-0.771,-2.786
25.489,2.112,1.353,-0.038,-0.854,-2.679
26.489,2.246,1.456,-0.032,-0.910,-2.577
27.447,2.437,1.554,-0.037,-0.959,-2.458
28.632,2.725,1.647,-0.064,-1.008,-2.275
29.456,2.942,1.712,-0.103,-1.035,-2.117
30.220,3.160,1.738,-0.159,-1.060,-1.943
31.098,3.474,1.664,-0.257,-1.093,-1.678
31.625,3.701,1.470,-0.347,-1.118,-1.458
32.008,3.907,1.128,-0.443,-1.138,-1.223
32.226,4.123,0.493,-0.569,-1.152,-0.895
30.684,4.216,-2.677,-0.808,-1.047,0.154
29.973,4.173,-3.400,-0.805,-0.988,0.367
28.924,4.094,-4.276,-0.766,-0.898,0.632
28.106,3.998,-4.867,-0.712,-0.825,0.813
27.270,3.912,-5.392,-0.644,-0.748,0.978
26.149,3.826,-5.918,-0.531,-0.645,1.177
25.323,3.800,-6.225,-0.435,-0.568,1.310
24.519,3.804,-6.476,-0.332,-0.492,1.433
23.487,3.862,-6.701,-0.187,-0.392,1.583
22.735,3.883,-6.826,-0.073,-0.317,1.686
22.008,3.883,-6.922,0.041,-0.240,1.783
21.064,3.871,-6.970,0.195,-0.132,1.903
20.370,3.879,-6.905,0.311,-0.053,1.987
19.654,3.893,-6.771,0.426,0.021,2.067
18.699,3.958,-6.486,0.583,0.101,2.174
17.959,4.005,-6.191,0.701,0.144,2.255
17.210,4.025,-5.892,0.820,0.171,2.338
16.431,4.051,-5.559,0.941,0.185,2.423
15.335,4.147,-5.124,1.103,0.191,2.542
14.466,4.238,-4.812,1.227,0.197,2.635
13.549,4.350,-4.472,1.351,0.213,2.730
12.186,4.492,-4.056,1.514,0.263,2.858
11.076,4.585,-3.742,1.630,0.333,2.952
9.912,4.602,-3.467,1.734,0.439,3.040
18.893,2.296,0.816,0.600,0.363,-2.441
20.353,2.356,1.209,0.626,0.191,-2.449
22.338,2.526,1.669,0.653,-0.051,-2.418
23.794,2.737,1.956,0.666,-0.233,-2.361
25.206,2.998,2.227,0.671,-0.408,-2.275
26.971,3.402,2.492,0.665,-0.617,-2.116
28.185,3.723,2.622,0.648,-0.749,-1.969
29.248,4.003,2.708,0.619,-0.855,-1.799
30.445,4.310,2.777,0.562,-0.951,-1.540
31.168,4.499,2.789,0.504,-0.992,-1.326
31.718,4.628,2.799,0.432,-1.016,-1.099
32.214,4.741,2.780,0.321,-1.030,-0.783
32.396,4.764,2.691,0.229,-1.034,-0.538
32.391,4.769,2.535,0.132,-1.035,-0.291
32.125,4.712,2.227,0.003,-1.037,0.041
31.766,4.671,1.848,-0.090,-1.037,0.284
31.263,4.623,1.384,-0.179,-1.028,0.520
30.643,4.566,0.845,-0.260,-1.006,0.746
29.662,4.484,0.055,-0.353,-0.962,1.032
28.824,4.422,-0.572,-0.406,-0.916,1.234
27.916,4.345,-1.183,-0.444,-0.863,1.424
26.640,4.243,-1.975,-0.467,-0.780,1.656
